RecordingTime [ms];Time of Day [h:m:s:ms];Trial;Stimulus;Export Start Trial Time [ms];Export End Trial Time [ms];Participant;Color;Tracking Ratio [%];Category Group;Category Binocular;Index Binocular;Pupil Diameter Right [mm];Point of Regard Binocular X [px];Point of Regard Binocular Y [px];Point of Regard Right X [px];Point of Regard Right Y [px];AOI Name Binocular;Gaze Vector Right X;Gaze Vector Right Y;Gaze Vector Right Z;Video Time [h:m:s:ms];Annotation Name;Annotation Description;Annotation Tags;Mouse Position X [px];Mouse Position Y [px];Scroll Direction X;Scroll Direction Y;Content
221836.5;21:41:02:081;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;2;4.8;695.0;259.6;744.9;271.7;-;0.0;0.0;1.0;00:00:00:792;-;-;-;-;-;-;-;-
221870.0;21:41:02:115;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;2;4.7;694.2;259.2;744.9;271.7;-;0.0;0.0;1.0;00:00:00:833;-;-;-;-;-;-;-;-
221903.0;21:41:02:148;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;2;4.8;693.6;257.8;744.2;269.9;-;0.0;0.0;1.0;00:00:00:875;-;-;-;-;-;-;-;-
221936.4;21:41:02:181;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;2;4.8;693.6;258.9;742.6;270.9;-;0.0;0.0;1.0;00:00:00:875;-;-;-;-;-;-;-;-
221969.6;21:41:02:214;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;2;4.8;694.0;259.1;744.9;271.2;-;0.0;0.0;1.0;00:00:00:917;-;-;-;-;-;-;-;-
222003.0;21:41:02:248;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;2;4.8;693.5;260.1;743.7;271.8;-;0.0;0.0;1.0;00:00:00:917;-;-;-;-;-;-;-;-
222036.2;21:41:02:281;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Saccade;2;4.8;692.9;260.8;742.1;271.5;-;0.0;0.0;1.0;00:00:01:000;-;-;-;-;-;-;-;-
222069.3;21:41:02:314;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Saccade;2;4.8;681.1;264.9;727.9;273.0;-;0.0;0.0;1.0;00:00:01:042;-;-;-;-;-;-;-;-
222102.6;21:41:02:347;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.8;683.5;263.5;733.1;271.5;-;0.0;0.0;1.0;00:00:01:083;-;-;-;-;-;-;-;-
222136.0;21:41:02:381;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.8;682.3;262.4;731.8;271.9;-;0.0;0.0;1.0;00:00:01:083;-;-;-;-;-;-;-;-
222169.4;21:41:02:414;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.8;682.8;262.3;732.8;273.1;-;0.0;0.0;1.0;00:00:01:125;-;-;-;-;-;-;-;-
222202.5;21:41:02:447;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.8;683.8;262.9;734.5;272.4;-;0.0;0.0;1.0;00:00:01:167;-;-;-;-;-;-;-;-
222235.7;21:41:02:480;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.8;683.5;261.8;733.6;271.8;-;0.0;0.0;1.0;00:00:01:167;-;-;-;-;-;-;-;-
222269.2;21:41:02:514;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.8;682.4;262.4;732.0;272.0;-;0.0;0.0;1.0;00:00:01:208;-;-;-;-;-;-;-;-
222302.3;21:41:02:547;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.8;682.9;262.6;732.4;272.3;-;0.0;0.0;1.0;00:00:01:250;-;-;-;-;-;-;-;-
222335.7;21:41:02:580;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.8;682.9;263.6;733.1;273.0;-;0.0;0.0;1.0;00:00:01:292;-;-;-;-;-;-;-;-
222368.9;21:41:02:613;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.8;683.4;264.1;732.5;273.9;-;0.0;0.0;1.0;00:00:01:333;-;-;-;-;-;-;-;-
222402.1;21:41:02:647;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.8;682.6;264.3;731.7;272.7;-;0.0;0.0;1.0;00:00:01:375;-;-;-;-;-;-;-;-
222435.5;21:41:02:680;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.8;682.8;264.8;733.5;273.9;-;0.0;0.0;1.0;00:00:01:375;-;-;-;-;-;-;-;-
222468.7;21:41:02:713;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.8;683.6;264.0;733.4;274.4;-;0.0;0.0;1.0;00:00:01:417;-;-;-;-;-;-;-;-
222502.0;21:41:02:747;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.8;683.2;265.5;731.0;275.3;-;0.0;0.0;1.0;00:00:01:458;-;-;-;-;-;-;-;-
222535.3;21:41:02:780;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.8;683.4;266.6;733.1;276.0;-;0.0;0.0;1.0;00:00:01:500;-;-;-;-;-;-;-;-
222568.4;21:41:02:813;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.8;683.5;266.5;732.5;275.3;-;0.0;0.0;1.0;00:00:01:542;-;-;-;-;-;-;-;-
222601.8;21:41:02:846;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;684.0;266.1;732.2;275.9;-;0.0;0.0;1.0;00:00:01:542;-;-;-;-;-;-;-;-
222635.0;21:41:02:879;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;682.0;263.9;731.1;274.9;-;0.0;0.0;1.0;00:00:01:583;-;-;-;-;-;-;-;-
222668.3;21:41:02:913;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;682.4;264.0;731.2;275.4;-;0.0;0.0;1.0;00:00:01:625;-;-;-;-;-;-;-;-
222701.6;21:41:02:946;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.8;683.5;262.1;733.9;273.7;-;0.0;0.0;1.0;00:00:01:667;-;-;-;-;-;-;-;-
222735.0;21:41:02:979;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.8;684.5;264.5;733.8;273.7;-;0.0;0.0;1.0;00:00:01:667;-;-;-;-;-;-;-;-
222768.1;21:41:03:013;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;684.8;264.5;733.1;274.8;-;0.0;0.0;1.0;00:00:01:708;-;-;-;-;-;-;-;-
222801.4;21:41:03:046;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;681.5;265.4;731.1;276.7;-;0.0;0.0;1.0;00:00:01:750;-;-;-;-;-;-;-;-
222834.8;21:41:03:079;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;681.4;265.9;731.6;275.7;-;0.0;0.0;1.0;00:00:01:792;-;-;-;-;-;-;-;-
222868.0;21:41:03:112;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;680.7;265.6;730.4;275.0;-;0.0;0.0;1.0;00:00:01:833;-;-;-;-;-;-;-;-
222901.3;21:41:03:146;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;682.0;265.4;729.5;275.5;-;0.0;0.0;1.0;00:00:01:875;-;-;-;-;-;-;-;-
222934.4;21:41:03:179;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.6;684.1;266.9;733.7;277.2;-;0.0;0.0;1.0;00:00:01:917;-;-;-;-;-;-;-;-
222967.8;21:41:03:212;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;681.6;265.6;729.6;275.8;-;0.0;0.0;1.0;00:00:01:917;-;-;-;-;-;-;-;-
223001.2;21:41:03:246;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.6;682.7;264.3;730.6;271.7;-;0.0;0.0;1.0;00:00:01:958;-;-;-;-;-;-;-;-
223034.3;21:41:03:279;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.6;681.1;263.5;729.7;273.9;-;0.0;0.0;1.0;00:00:02:000;-;-;-;-;-;-;-;-
223067.6;21:41:03:312;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.6;682.1;264.8;730.7;273.0;-;0.0;0.0;1.0;00:00:02:042;-;-;-;-;-;-;-;-
223100.8;21:41:03:345;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.6;681.1;263.1;730.4;271.8;-;0.0;0.0;1.0;00:00:02:083;-;-;-;-;-;-;-;-
223134.1;21:41:03:379;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.6;682.0;264.5;729.7;274.4;-;0.0;0.0;1.0;00:00:02:083;-;-;-;-;-;-;-;-
223167.6;21:41:03:412;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.6;682.7;264.6;729.2;273.6;-;0.0;0.0;1.0;00:00:02:125;-;-;-;-;-;-;-;-
223200.7;21:41:03:445;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.6;683.9;265.1;730.9;274.0;-;0.0;0.0;1.0;00:00:02:167;-;-;-;-;-;-;-;-
223234.1;21:41:03:479;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.6;682.5;264.2;729.7;274.5;-;0.0;0.0;1.0;00:00:02:167;-;-;-;-;-;-;-;-
223267.1;21:41:03:512;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.6;680.4;265.2;729.1;275.5;-;0.0;0.0;1.0;00:00:02:208;-;-;-;-;-;-;-;-
223300.6;21:41:03:545;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.6;680.7;265.0;729.1;275.2;-;0.0;0.0;1.0;00:00:02:250;-;-;-;-;-;-;-;-
223334.1;21:41:03:579;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.6;682.0;265.7;731.0;276.1;-;0.0;0.0;1.0;00:00:02:292;-;-;-;-;-;-;-;-
223367.0;21:41:03:612;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.6;683.8;265.9;732.8;276.3;-;0.0;0.0;1.0;00:00:02:333;-;-;-;-;-;-;-;-
223400.3;21:41:03:645;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.6;683.7;266.1;731.2;276.0;-;0.0;0.0;1.0;00:00:02:375;-;-;-;-;-;-;-;-
223433.6;21:41:03:678;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.6;684.0;266.8;732.5;278.2;-;0.0;0.0;1.0;00:00:02:375;-;-;-;-;-;-;-;-
223467.0;21:41:03:712;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;683.5;265.6;734.3;276.7;-;0.0;0.0;1.0;00:00:02:417;-;-;-;-;-;-;-;-
223500.2;21:41:03:745;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.6;683.8;264.9;731.5;275.7;-;0.0;0.0;1.0;00:00:02:458;-;-;-;-;-;-;-;-
223533.4;21:41:03:778;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;683.6;264.0;732.3;275.5;-;0.0;0.0;1.0;00:00:02:500;-;-;-;-;-;-;-;-
223566.7;21:41:03:811;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.6;685.3;262.8;735.7;274.6;-;0.0;0.0;1.0;00:00:02:542;-;-;-;-;-;-;-;-
223600.2;21:41:03:845;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.6;684.9;265.5;732.9;277.9;-;0.0;0.0;1.0;00:00:02:542;-;-;-;-;-;-;-;-
223633.4;21:41:03:878;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.6;685.4;264.0;737.0;274.7;-;0.0;0.0;1.0;00:00:02:583;-;-;-;-;-;-;-;-
223666.6;21:41:03:911;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.6;684.4;263.5;733.3;274.0;-;0.0;0.0;1.0;00:00:02:625;-;-;-;-;-;-;-;-
223699.9;21:41:03:944;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;684.3;265.7;734.8;277.9;-;0.0;0.0;1.0;00:00:02:667;-;-;-;-;-;-;-;-
223733.1;21:41:03:978;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;684.6;266.0;733.8;277.0;-;0.0;0.0;1.0;00:00:02:708;-;-;-;-;-;-;-;-
223766.4;21:41:04:011;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.6;685.4;266.0;735.6;278.2;-;0.0;0.0;1.0;00:00:02:750;-;-;-;-;-;-;-;-
223799.8;21:41:04:044;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;684.9;264.2;734.5;275.0;-;0.0;0.0;1.0;00:00:02:750;-;-;-;-;-;-;-;-
223833.0;21:41:04:078;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.6;685.3;262.9;736.8;275.9;-;0.0;0.0;1.0;00:00:02:792;-;-;-;-;-;-;-;-
223866.2;21:41:04:111;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.6;683.2;263.6;734.3;276.3;-;0.0;0.0;1.0;00:00:02:792;-;-;-;-;-;-;-;-
223899.5;21:41:04:144;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;683.5;263.1;733.8;275.2;-;0.0;0.0;1.0;00:00:02:833;-;-;-;-;-;-;-;-
223932.7;21:41:04:177;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;684.1;262.4;734.8;275.1;-;0.0;0.0;1.0;00:00:02:875;-;-;-;-;-;-;-;-
223966.0;21:41:04:211;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;684.1;261.8;734.8;273.6;-;0.0;0.0;1.0;00:00:02:917;-;-;-;-;-;-;-;-
223999.3;21:41:04:244;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;684.6;262.0;733.4;273.6;-;0.0;0.0;1.0;00:00:02:958;-;-;-;-;-;-;-;-
224032.7;21:41:04:277;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;684.2;262.8;734.8;275.5;-;0.0;0.0;1.0;00:00:02:958;-;-;-;-;-;-;-;-
224065.8;21:41:04:310;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;684.1;262.7;734.4;276.2;-;0.0;0.0;1.0;00:00:03:000;-;-;-;-;-;-;-;-
224099.1;21:41:04:344;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;683.6;261.7;732.5;274.7;-;0.0;0.0;1.0;00:00:03:042;-;-;-;-;-;-;-;-
224132.4;21:41:04:377;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;684.5;261.9;734.1;274.7;-;0.0;0.0;1.0;00:00:03:083;-;-;-;-;-;-;-;-
224165.7;21:41:04:410;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;684.0;262.7;733.9;275.9;-;0.0;0.0;1.0;00:00:03:125;-;-;-;-;-;-;-;-
224198.9;21:41:04:443;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;683.2;263.9;731.5;276.2;-;0.0;0.0;1.0;00:00:03:167;-;-;-;-;-;-;-;-
224232.1;21:41:04:477;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;686.0;262.6;735.9;276.2;-;0.0;0.0;1.0;00:00:03:208;-;-;-;-;-;-;-;-
224265.4;21:41:04:510;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.6;683.8;263.8;733.2;277.5;-;0.0;0.0;1.0;00:00:03:208;-;-;-;-;-;-;-;-
224298.8;21:41:04:543;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;684.2;264.7;733.7;277.8;-;0.0;0.0;1.0;00:00:03:250;-;-;-;-;-;-;-;-
224332.0;21:41:04:577;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;685.7;262.7;735.4;275.7;-;0.0;0.0;1.0;00:00:03:292;-;-;-;-;-;-;-;-
224365.3;21:41:04:610;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;684.4;262.5;735.3;275.5;-;0.0;0.0;1.0;00:00:03:333;-;-;-;-;-;-;-;-
224398.5;21:41:04:643;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;683.8;262.6;732.6;275.3;-;0.0;0.0;1.0;00:00:03:375;-;-;-;-;-;-;-;-
224431.8;21:41:04:676;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;683.5;260.4;732.9;273.1;-;0.0;0.0;1.0;00:00:03:375;-;-;-;-;-;-;-;-
224465.2;21:41:04:710;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;683.1;261.8;732.0;273.5;-;0.0;0.0;1.0;00:00:03:417;-;-;-;-;-;-;-;-
224498.5;21:41:04:743;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;683.3;261.3;733.7;275.4;-;0.0;0.0;1.0;00:00:03:417;-;-;-;-;-;-;-;-
224531.6;21:41:04:776;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;683.0;261.9;730.9;274.1;-;0.0;0.0;1.0;00:00:03:458;-;-;-;-;-;-;-;-
224564.9;21:41:04:809;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;681.6;262.2;732.1;275.4;-;0.0;0.0;1.0;00:00:03:542;-;-;-;-;-;-;-;-
224598.2;21:41:04:843;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.6;683.0;262.8;732.9;276.6;-;0.0;0.0;1.0;00:00:03:542;-;-;-;-;-;-;-;-
224631.6;21:41:04:876;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.6;684.1;263.9;734.3;276.4;-;0.0;0.0;1.0;00:00:03:583;-;-;-;-;-;-;-;-
224664.9;21:41:04:909;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;683.6;264.5;733.6;277.7;-;0.0;0.0;1.0;00:00:03:625;-;-;-;-;-;-;-;-
224698.0;21:41:04:943;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.6;684.4;262.9;734.3;276.2;-;0.0;0.0;1.0;00:00:03:667;-;-;-;-;-;-;-;-
224731.2;21:41:04:976;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;683.3;262.6;732.7;275.9;-;0.0;0.0;1.0;00:00:03:667;-;-;-;-;-;-;-;-
224764.6;21:41:05:009;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;3;4.7;683.5;262.7;732.8;276.5;-;0.0;0.0;1.0;00:00:03:708;-;-;-;-;-;-;-;-
